Circuit delay: 2844.59 picoseconds

Gate slacks:
NAND-P2_U4104: 1916.27 picoseconds
NAND-P2_U4105: 1276.46 picoseconds
NAND-P2_U4106: 1249.15 picoseconds
NAND-P2_U4107: 1229.51 picoseconds
NAND-P2_U4108: 1203.57 picoseconds
NAND-P2_U4109: 1203.57 picoseconds
NAND-P2_U4110: 1210.8 picoseconds
NAND-P2_U4111: 1210.8 picoseconds
NOT-P2_U4112: 1239.2 picoseconds
NAND-P2_U4113: 1297.76 picoseconds
NAND-P2_U4114: 1857.19 picoseconds
NAND-P2_U4115: 1409.1 picoseconds
NAND-P2_U4116: 1239.2 picoseconds
NAND-P2_U4117: 1096.29 picoseconds
NAND-P2_U4118: 1096.29 picoseconds
NAND-P2_U4119: 1109.21 picoseconds
NAND-P2_U4120: 1109.21 picoseconds
NOT-P2_U4121: 1701.47 picoseconds
NAND-P2_U4122: 1830.55 picoseconds
NAND-P2_U4123: 1249 picoseconds
NAND-P2_U4124: 1221.67 picoseconds
NAND-P2_U4125: 1191.75 picoseconds
NAND-P2_U4126: 1176.08 picoseconds
NAND-P2_U4127: 1176.08 picoseconds
NAND-P2_U4128: 1173.04 picoseconds
NAND-P2_U4129: 1173.04 picoseconds
NOT-P2_U4130: 1208.67 picoseconds
NAND-P2_U4131: 1260.01 picoseconds
NAND-P2_U4132: 1912.52 picoseconds
NAND-P2_U4133: 1389.5 picoseconds
NAND-P2_U4134: 1208.67 picoseconds
NAND-P2_U4135: 1023.46 picoseconds
NAND-P2_U4136: 1023.46 picoseconds
NAND-P2_U4137: 1036.39 picoseconds
NAND-P2_U4138: 1036.39 picoseconds
NOT-P2_U4139: 1604.02 picoseconds
NAND-P2_U4140: 1784.51 picoseconds
NAND-P2_U4141: 1201.96 picoseconds
NAND-P2_U4142: 1174.63 picoseconds
NAND-P2_U4143: 1140.48 picoseconds
NAND-P2_U4144: 1129.05 picoseconds
NAND-P2_U4145: 1129.05 picoseconds
NAND-P2_U4146: 1121.78 picoseconds
NAND-P2_U4147: 1121.78 picoseconds
NOT-P2_U4148: 1157.41 picoseconds
NAND-P2_U4149: 1208.73 picoseconds
NAND-P2_U4150: 1857.19 picoseconds
NAND-P2_U4151: 1375.7 picoseconds
NAND-P2_U4152: 1157.41 picoseconds
NAND-P2_U4153: 1104.97 picoseconds
NAND-P2_U4154: 1104.97 picoseconds
NAND-P2_U4155: 1117.89 picoseconds
NAND-P2_U4156: 1117.89 picoseconds
NOT-P2_U4157: 1693.67 picoseconds
NAND-P2_U4158: 1842.18 picoseconds
NAND-P2_U4159: 1173.91 picoseconds
NAND-P2_U4160: 1146.6 picoseconds
NAND-P2_U4161: 1094.69 picoseconds
NAND-P2_U4162: 1101.01 picoseconds
NAND-P2_U4163: 1101.01 picoseconds
NAND-P2_U4164: 1075.99 picoseconds
NAND-P2_U4165: 1075.99 picoseconds
NOT-P2_U4166: 1111.62 picoseconds
NAND-P2_U4167: 1162.94 picoseconds
NAND-P2_U4168: 1930.19 picoseconds
NAND-P2_U4169: 1345.14 picoseconds
NAND-P2_U4170: 1111.62 picoseconds
NAND-P2_U4171: 1132.66 picoseconds
NAND-P2_U4172: 1132.66 picoseconds
NAND-P2_U4173: 1145.59 picoseconds
NAND-P2_U4174: 1145.59 picoseconds
NOT-P2_U4175: 1676.17 picoseconds
NAND-P2_U4176: 1784.51 picoseconds
NAND-P2_U4177: 1140.8 picoseconds
NAND-P2_U4178: 1113.47 picoseconds
NAND-P2_U4179: 1080.97 picoseconds
NAND-P2_U4180: 1067.88 picoseconds
NAND-P2_U4181: 1067.88 picoseconds
NAND-P2_U4182: 1062.27 picoseconds
NAND-P2_U4183: 1062.27 picoseconds
NOT-P2_U4184: 1097.9 picoseconds
NAND-P2_U4185: 1149.21 picoseconds
NAND-P2_U4186: 1927.86 picoseconds
NAND-P2_U4187: 1305.64 picoseconds
NAND-P2_U4188: 1097.9 picoseconds
NAND-P2_U4189: 1126.75 picoseconds
NAND-P2_U4190: 1126.75 picoseconds
NAND-P2_U4191: 1139.67 picoseconds
NAND-P2_U4192: 1139.67 picoseconds
NOT-P2_U4193: 1690.61 picoseconds
NAND-P2_U4194: 1860.59 picoseconds
NAND-P2_U4195: 1112.44 picoseconds
NAND-P2_U4196: 1085.13 picoseconds
NAND-P2_U4197: 1056.62 picoseconds
NAND-P2_U4198: 1039.54 picoseconds
NAND-P2_U4199: 1039.54 picoseconds
NAND-P2_U4200: 1037.91 picoseconds
NAND-P2_U4201: 1037.91 picoseconds
NOT-P2_U4202: 1073.54 picoseconds
NAND-P2_U4203: 1124.87 picoseconds
NAND-P2_U4204: 1927.86 picoseconds
NAND-P2_U4205: 1322.97 picoseconds
NAND-P2_U4206: 1073.54 picoseconds
NAND-P2_U4207: 1145.69 picoseconds
NAND-P2_U4208: 1145.69 picoseconds
NAND-P2_U4209: 1158.61 picoseconds
NAND-P2_U4210: 1158.61 picoseconds
NOT-P2_U4211: 1674.9 picoseconds
NAND-P2_U4212: 1837.51 picoseconds
NAND-P2_U4213: 1064.82 picoseconds
NAND-P2_U4214: 1064.82 picoseconds
NAND-P2_U4215: 1059.1 picoseconds
NAND-P2_U4216: 990.799 picoseconds
NAND-P2_U4217: 990.799 picoseconds
NAND-P2_U4218: 1011.96 picoseconds
NAND-P2_U4219: 1011.96 picoseconds
NOT-P2_U4220: 1026.17 picoseconds
NAND-P2_U4221: 1111.08 picoseconds
NAND-P2_U4222: 1912.47 picoseconds
NAND-P2_U4223: 1288.9 picoseconds
NAND-P2_U4224: 1026.17 picoseconds
NAND-P2_U4225: 1054.33 picoseconds
NAND-P2_U4226: 1054.33 picoseconds
NAND-P2_U4227: 1067.25 picoseconds
NAND-P2_U4228: 1067.25 picoseconds
NOT-P2_U4229: 1623.52 picoseconds
NAND-P2_U4230: 1837.51 picoseconds
NAND-P2_U4231: 1019.12 picoseconds
NAND-P2_U4232: 1019.12 picoseconds
NAND-P2_U4233: 1015.46 picoseconds
NAND-P2_U4234: 945.105 picoseconds
NAND-P2_U4235: 945.105 picoseconds
NAND-P2_U4236: 968.321 picoseconds
NAND-P2_U4237: 968.321 picoseconds
NOT-P2_U4238: 980.474 picoseconds
NAND-P2_U4239: 1067.45 picoseconds
NAND-P2_U4240: 1836.21 picoseconds
NAND-P2_U4241: 1285.57 picoseconds
NAND-P2_U4242: 980.474 picoseconds
NAND-P2_U4243: 1200.27 picoseconds
NAND-P2_U4244: 1200.27 picoseconds
NAND-P2_U4245: 1213.2 picoseconds
NAND-P2_U4246: 1213.2 picoseconds
NOT-P2_U4247: 1762.04 picoseconds
NAND-P2_U4248: 1821.29 picoseconds
NAND-P2_U4249: 991.871 picoseconds
NAND-P2_U4250: 991.871 picoseconds
NAND-P2_U4251: 969.665 picoseconds
NAND-P2_U4252: 917.878 picoseconds
NAND-P2_U4253: 917.878 picoseconds
NAND-P2_U4254: 922.53 picoseconds
NAND-P2_U4255: 922.53 picoseconds
NOT-P2_U4256: 953.247 picoseconds
NAND-P2_U4257: 1021.67 picoseconds
NAND-P2_U4258: 1971.99 picoseconds
NAND-P2_U4259: 1278.19 picoseconds
NAND-P2_U4260: 953.247 picoseconds
NAND-P2_U4261: 1229.48 picoseconds
NAND-P2_U4262: 1229.48 picoseconds
NAND-P2_U4263: 1242.4 picoseconds
NAND-P2_U4264: 1242.4 picoseconds
NOT-P2_U4265: 1694.18 picoseconds
NAND-P2_U4266: 1740.7 picoseconds
NAND-P2_U4267: 1019.46 picoseconds
NAND-P2_U4268: 1019.46 picoseconds
NAND-P2_U4269: 955.953 picoseconds
NAND-P2_U4270: 945.445 picoseconds
NAND-P2_U4271: 945.445 picoseconds
NAND-P2_U4272: 908.812 picoseconds
NAND-P2_U4273: 908.812 picoseconds
NOT-P2_U4274: 944.18 picoseconds
NAND-P2_U4275: 1007.94 picoseconds
NAND-P2_U4276: 1930.14 picoseconds
NAND-P2_U4277: 1250.62 picoseconds
NAND-P2_U4278: 944.18 picoseconds
NAND-P2_U4279: 1279.21 picoseconds
NAND-P2_U4280: 1279.21 picoseconds
NAND-P2_U4281: 1292.13 picoseconds
NAND-P2_U4282: 1292.13 picoseconds
NOT-P2_U4283: 1669.12 picoseconds
NAND-P2_U4284: 1904.2 picoseconds
NAND-P2_U4285: 984.895 picoseconds
NAND-P2_U4286: 957.567 picoseconds
NAND-P2_U4287: 965.371 picoseconds
NAND-P2_U4288: 911.982 picoseconds
NAND-P2_U4289: 911.982 picoseconds
NAND-P2_U4290: 946.666 picoseconds
NAND-P2_U4291: 946.666 picoseconds
NOT-P2_U4292: 947.611 picoseconds
NAND-P2_U4293: 1033.61 picoseconds
NAND-P2_U4294: 1906.94 picoseconds
NAND-P2_U4295: 1231.41 picoseconds
NAND-P2_U4296: 947.611 picoseconds
NAND-P2_U4297: 1304.57 picoseconds
NAND-P2_U4298: 1304.57 picoseconds
NAND-P2_U4299: 1317.49 picoseconds
NAND-P2_U4300: 1317.49 picoseconds
NOT-P2_U4301: 1690.61 picoseconds
NAND-P2_U4302: 1860.59 picoseconds
NAND-P2_U4303: 957.654 picoseconds
NAND-P2_U4304: 930.34 picoseconds
NAND-P2_U4305: 956.041 picoseconds
NAND-P2_U4306: 884.755 picoseconds
NAND-P2_U4307: 884.755 picoseconds
NAND-P2_U4308: 937.335 picoseconds
NAND-P2_U4309: 937.335 picoseconds
NOT-P2_U4310: 920.384 picoseconds
NAND-P2_U4311: 1024.28 picoseconds
NAND-P2_U4312: 1927.86 picoseconds
NAND-P2_U4313: 1222.11 picoseconds
NAND-P2_U4314: 920.384 picoseconds
NAND-P2_U4315: 1193.3 picoseconds
NAND-P2_U4316: 1193.3 picoseconds
NAND-P2_U4317: 1206.22 picoseconds
NAND-P2_U4318: 1206.22 picoseconds
NOT-P2_U4319: 1619.68 picoseconds
NAND-P2_U4320: 1815.39 picoseconds
NAND-P2_U4321: 979.761 picoseconds
NAND-P2_U4322: 979.761 picoseconds
NAND-P2_U4323: 926.886 picoseconds
NAND-P2_U4324: 905.739 picoseconds
NAND-P2_U4325: 905.739 picoseconds
NAND-P2_U4326: 879.745 picoseconds
NAND-P2_U4327: 879.745 picoseconds
NOT-P2_U4328: 915.114 picoseconds
NAND-P2_U4329: 978.871 picoseconds
NAND-P2_U4330: 1857.13 picoseconds
NAND-P2_U4331: 1232.76 picoseconds
NAND-P2_U4332: 915.114 picoseconds
NAND-P2_U4333: 1262.8 picoseconds
NAND-P2_U4334: 1262.8 picoseconds
NAND-P2_U4335: 1275.72 picoseconds
NAND-P2_U4336: 1275.72 picoseconds
NOT-P2_U4337: 1677.98 picoseconds
NAND-P2_U4338: 1837.51 picoseconds
NAND-P2_U4339: 940.069 picoseconds
NAND-P2_U4340: 940.069 picoseconds
NAND-P2_U4341: 881.183 picoseconds
NAND-P2_U4342: 866.046 picoseconds
NAND-P2_U4343: 866.046 picoseconds
NAND-P2_U4344: 834.049 picoseconds
NAND-P2_U4345: 834.049 picoseconds
NOT-P2_U4346: 869.418 picoseconds
NAND-P2_U4347: 933.185 picoseconds
NAND-P2_U4348: 1930.14 picoseconds
NAND-P2_U4349: 1226.88 picoseconds
NAND-P2_U4350: 869.418 picoseconds
NAND-P2_U4351: 1386.44 picoseconds
NAND-P2_U4352: 1386.44 picoseconds
NAND-P2_U4353: 1399.37 picoseconds
NAND-P2_U4354: 1399.37 picoseconds
NOT-P2_U4355: 1734.21 picoseconds
NAND-P2_U4356: 1762.81 picoseconds
NAND-P2_U4357: 888.543 picoseconds
NAND-P2_U4358: 888.543 picoseconds
NAND-P2_U4359: 867.471 picoseconds
NAND-P2_U4360: 814.534 picoseconds
NAND-P2_U4361: 814.534 picoseconds
NAND-P2_U4362: 820.329 picoseconds
NAND-P2_U4363: 820.329 picoseconds
NOT-P2_U4364: 849.903 picoseconds
NAND-P2_U4365: 919.454 picoseconds
NAND-P2_U4366: 1927.81 picoseconds
NAND-P2_U4367: 1147.69 picoseconds
NAND-P2_U4368: 849.903 picoseconds
NAND-P2_U4369: 1443.07 picoseconds
NAND-P2_U4370: 1443.07 picoseconds
NAND-P2_U4371: 1455.99 picoseconds
NAND-P2_U4372: 1455.99 picoseconds
NOT-P2_U4373: 1717.71 picoseconds
NAND-P2_U4374: 1860.59 picoseconds
NAND-P2_U4375: 872.443 picoseconds
NAND-P2_U4376: 845.129 picoseconds
NAND-P2_U4377: 870.978 picoseconds
NAND-P2_U4378: 799.544 picoseconds
NAND-P2_U4379: 799.544 picoseconds
NAND-P2_U4380: 852.272 picoseconds
NAND-P2_U4381: 852.272 picoseconds
NOT-P2_U4382: 835.173 picoseconds
NAND-P2_U4383: 939.215 picoseconds
NAND-P2_U4384: 1927.86 picoseconds
NAND-P2_U4385: 1149.47 picoseconds
NAND-P2_U4386: 835.173 picoseconds
NAND-P2_U4387: 1386.25 picoseconds
NAND-P2_U4388: 1386.25 picoseconds
NAND-P2_U4389: 1399.17 picoseconds
NAND-P2_U4390: 1399.17 picoseconds
NOT-P2_U4391: 1779.99 picoseconds
NAND-P2_U4392: 1858.17 picoseconds
NAND-P2_U4393: 860.485 picoseconds
NAND-P2_U4394: 833.151 picoseconds
NAND-P2_U4395: 825.621 picoseconds
NAND-P2_U4396: 787.566 picoseconds
NAND-P2_U4397: 787.566 picoseconds
NAND-P2_U4398: 806.914 picoseconds
NAND-P2_U4399: 806.914 picoseconds
NOT-P2_U4400: 823.195 picoseconds
NAND-P2_U4401: 893.861 picoseconds
NAND-P2_U4402: 1930.19 picoseconds
NAND-P2_U4403: 1146.04 picoseconds
NAND-P2_U4404: 823.195 picoseconds
NAND-P2_U4405: 1499.75 picoseconds
NAND-P2_U4406: 1486.83 picoseconds
NAND-P2_U4407: 1486.83 picoseconds
NAND-P2_U4408: 1499.75 picoseconds
NOT-P2_U4409: 1796.28 picoseconds
NAND-P2_U4410: 1858.17 picoseconds
NAND-P2_U4411: 808.966 picoseconds
NAND-P2_U4412: 781.641 picoseconds
NAND-P2_U4413: 771.055 picoseconds
NAND-P2_U4414: 736.055 picoseconds
NAND-P2_U4415: 736.055 picoseconds
NAND-P2_U4416: 752.347 picoseconds
NAND-P2_U4417: 752.347 picoseconds
NOT-P2_U4418: 771.684 picoseconds
NAND-P2_U4419: 839.297 picoseconds
NAND-P2_U4420: 1972.04 picoseconds
NAND-P2_U4421: 1064.83 picoseconds
NAND-P2_U4422: 771.684 picoseconds
NAND-P2_U4423: 1468.12 picoseconds
NAND-P2_U4424: 1455.2 picoseconds
NAND-P2_U4425: 1455.2 picoseconds
NAND-P2_U4426: 1468.12 picoseconds
NOT-P2_U4427: 1729.73 picoseconds
NAND-P2_U4428: 1860.59 picoseconds
NAND-P2_U4429: 781.732 picoseconds
NAND-P2_U4430: 754.418 picoseconds
NAND-P2_U4431: 731.239 picoseconds
NAND-P2_U4432: 708.832 picoseconds
NAND-P2_U4433: 708.832 picoseconds
NAND-P2_U4434: 712.533 picoseconds
NAND-P2_U4435: 712.533 picoseconds
NOT-P2_U4436: 744.461 picoseconds
NAND-P2_U4437: 799.476 picoseconds
NAND-P2_U4438: 1906.94 picoseconds
NAND-P2_U4439: 1029.44 picoseconds
NAND-P2_U4440: 744.461 picoseconds
NAND-P2_U4441: 1431.17 picoseconds
NAND-P2_U4442: 1418.25 picoseconds
NAND-P2_U4443: 1418.25 picoseconds
NAND-P2_U4444: 1431.17 picoseconds
NOT-P2_U4445: 1703.02 picoseconds
NAND-P2_U4446: 1884.2 picoseconds
NAND-P2_U4447: 768.277 picoseconds
NAND-P2_U4448: 768.277 picoseconds
NAND-P2_U4449: 702.086 picoseconds
NAND-P2_U4450: 694.284 picoseconds
NAND-P2_U4451: 694.284 picoseconds
NAND-P2_U4452: 654.945 picoseconds
NAND-P2_U4453: 654.945 picoseconds
NOT-P2_U4454: 690.314 picoseconds
NAND-P2_U4455: 754.071 picoseconds
NAND-P2_U4456: 1857.13 picoseconds
NAND-P2_U4457: 978.987 picoseconds
NAND-P2_U4458: 690.314 picoseconds
NAND-P2_U4459: 1498.37 picoseconds
NAND-P2_U4460: 1485.45 picoseconds
NAND-P2_U4461: 1485.45 picoseconds
NAND-P2_U4462: 1498.37 picoseconds
NOT-P2_U4463: 1714.79 picoseconds
NAND-P2_U4464: 1815.39 picoseconds
NAND-P2_U4465: 770.937 picoseconds
NAND-P2_U4466: 770.937 picoseconds
NAND-P2_U4467: 656.383 picoseconds
NAND-P2_U4468: 696.915 picoseconds
NAND-P2_U4469: 696.915 picoseconds
NAND-P2_U4470: 609.248 picoseconds
NAND-P2_U4471: 609.248 picoseconds
NOT-P2_U4472: 644.617 picoseconds
NAND-P2_U4473: 708.384 picoseconds
NAND-P2_U4474: 1927.81 picoseconds
NAND-P2_U4475: 950.001 picoseconds
NAND-P2_U4476: 644.617 picoseconds
NAND-P2_U4477: 1649 picoseconds
NAND-P2_U4478: 1636.08 picoseconds
NAND-P2_U4479: 1636.08 picoseconds
NAND-P2_U4480: 1649 picoseconds
NOT-P2_U4481: 1760.88 picoseconds
NAND-P2_U4482: 1762.81 picoseconds
NAND-P2_U4483: 722.251 picoseconds
NAND-P2_U4484: 722.251 picoseconds
NAND-P2_U4485: 642.671 picoseconds
NAND-P2_U4486: 648.229 picoseconds
NAND-P2_U4487: 648.229 picoseconds
NAND-P2_U4488: 595.529 picoseconds
NAND-P2_U4489: 595.529 picoseconds
NOT-P2_U4490: 630.898 picoseconds
NAND-P2_U4491: 694.654 picoseconds
NAND-P2_U4492: 1971.99 picoseconds
NAND-P2_U4493: 874.145 picoseconds
NAND-P2_U4494: 630.898 picoseconds
NAND-P2_U4495: 1592.14 picoseconds
NAND-P2_U4496: 1579.22 picoseconds
NAND-P2_U4497: 1579.22 picoseconds
NAND-P2_U4498: 1592.14 picoseconds
NOT-P2_U4499: 1717.77 picoseconds
NAND-P2_U4500: 1858.17 picoseconds
NAND-P2_U4501: 691.695 picoseconds
NAND-P2_U4502: 664.364 picoseconds
NAND-P2_U4503: 637.629 picoseconds
NAND-P2_U4504: 618.778 picoseconds
NAND-P2_U4505: 618.778 picoseconds
NAND-P2_U4506: 618.923 picoseconds
NAND-P2_U4507: 618.923 picoseconds
NOT-P2_U4508: 654.408 picoseconds
NAND-P2_U4509: 705.866 picoseconds
NAND-P2_U4510: 1930.19 picoseconds
NAND-P2_U4511: 888.749 picoseconds
NAND-P2_U4512: 654.408 picoseconds
NAND-P2_U4513: 1601.23 picoseconds
NAND-P2_U4514: 1588.3 picoseconds
NAND-P2_U4515: 1588.3 picoseconds
NAND-P2_U4516: 1601.23 picoseconds
NOT-P2_U4517: 1691.59 picoseconds
NAND-P2_U4518: 1904.2 picoseconds
NAND-P2_U4519: 645.902 picoseconds
NAND-P2_U4520: 618.574 picoseconds
NAND-P2_U4521: 597.935 picoseconds
NAND-P2_U4522: 572.988 picoseconds
NAND-P2_U4523: 572.988 picoseconds
NAND-P2_U4524: 579.229 picoseconds
NAND-P2_U4525: 579.229 picoseconds
NOT-P2_U4526: 608.618 picoseconds
NAND-P2_U4527: 666.173 picoseconds
NAND-P2_U4528: 1904.62 picoseconds
NAND-P2_U4529: 827.643 picoseconds
NAND-P2_U4530: 608.618 picoseconds
NAND-P2_U4531: 1564.44 picoseconds
NAND-P2_U4532: 1551.51 picoseconds
NAND-P2_U4533: 1551.51 picoseconds
NAND-P2_U4534: 1564.44 picoseconds
NOT-P2_U4535: 1687.99 picoseconds
NAND-P2_U4536: 1860.59 picoseconds
NAND-P2_U4537: 611.241 picoseconds
NAND-P2_U4538: 583.928 picoseconds
NAND-P2_U4539: 540.714 picoseconds
NAND-P2_U4540: 538.343 picoseconds
NAND-P2_U4541: 538.343 picoseconds
NAND-P2_U4542: 522.004 picoseconds
NAND-P2_U4543: 522.004 picoseconds
NOT-P2_U4544: 557.633 picoseconds
NAND-P2_U4545: 608.967 picoseconds
NAND-P2_U4546: 1883.69 picoseconds
NAND-P2_U4547: 783.907 picoseconds
NAND-P2_U4548: 557.633 picoseconds
NAND-P2_U4549: 1592.33 picoseconds
NAND-P2_U4550: 1579.41 picoseconds
NAND-P2_U4551: 1579.41 picoseconds
NAND-P2_U4552: 1592.33 picoseconds
NOT-P2_U4553: 1709.24 picoseconds
NAND-P2_U4554: 1833.94 picoseconds
NAND-P2_U4555: 581.618 picoseconds
NAND-P2_U4556: 554.284 picoseconds
NAND-P2_U4557: 526.991 picoseconds
NAND-P2_U4558: 508.699 picoseconds
NAND-P2_U4559: 508.699 picoseconds
NAND-P2_U4560: 508.285 picoseconds
NAND-P2_U4561: 508.285 picoseconds
NOT-P2_U4562: 543.914 picoseconds
NAND-P2_U4563: 595.23 picoseconds
NAND-P2_U4564: 1904.62 picoseconds
NAND-P2_U4565: 733.508 picoseconds
NAND-P2_U4566: 543.914 picoseconds
NAND-P2_U4567: 1733.24 picoseconds
NAND-P2_U4568: 1733.24 picoseconds
NAND-P2_U4569: 1720.31 picoseconds
NAND-P2_U4570: 1720.31 picoseconds
NOT-P2_U4571: 1897.19 picoseconds
NAND-P2_U4572: 1812.13 picoseconds
NAND-P2_U4573: 543.876 picoseconds
NAND-P2_U4574: 516.548 picoseconds
NAND-P2_U4575: 501.392 picoseconds
NAND-P2_U4576: 470.962 picoseconds
NAND-P2_U4577: 470.962 picoseconds
NAND-P2_U4578: 482.687 picoseconds
NAND-P2_U4579: 482.687 picoseconds
NOT-P2_U4580: 506.591 picoseconds
NAND-P2_U4581: 569.627 picoseconds
NAND-P2_U4582: 2005.84 picoseconds
NAND-P2_U4583: 686.44 picoseconds
NAND-P2_U4584: 506.591 picoseconds
NAND-P2_U4585: 1374.19 picoseconds
NAND-P2_U4586: 1361.27 picoseconds
NAND-P2_U4587: 1361.27 picoseconds
NAND-P2_U4588: 1374.19 picoseconds
NOT-P2_U4589: 2127.92 picoseconds
NAND-P2_U4590: 2354.24 picoseconds
NAND-P2_U4591: 2059.59 picoseconds
NAND-P2_U4592: 2059.59 picoseconds
NAND-P2_U4593: 1802.64 picoseconds
NAND-P2_U4594: 455.591 picoseconds
NAND-P2_U4595: 455.591 picoseconds
NAND-P2_U4596: 430.81 picoseconds
NAND-P2_U4597: 461.523 picoseconds
NAND-P2_U4598: 461.523 picoseconds
NAND-P2_U4599: 463.622 picoseconds
NAND-P2_U4600: 463.622 picoseconds
NOT-P2_U4601: 453.611 picoseconds
NAND-P2_U4602: 529.364 picoseconds
NAND-P2_U4603: 730.607 picoseconds
NAND-P2_U4604: 453.611 picoseconds
NAND-P2_U4605: 1356.31 picoseconds
NAND-P2_U4606: 1356.31 picoseconds
NAND-P2_U4607: 1343.39 picoseconds
NAND-P2_U4608: 1343.39 picoseconds
NOT-P2_U4609: 2079.74 picoseconds
NAND-P2_U4610: 836.722 picoseconds
NAND-P2_U4611: 836.722 picoseconds
NAND-P2_U4612: 827.55 picoseconds
NAND-P2_U4613: 827.55 picoseconds
NAND-P2_U4614: 2185.7 picoseconds
NAND-P2_U4615: 1875.84 picoseconds
NAND-P2_U4616: 1867.91 picoseconds
NAND-P2_U4617: 1867.91 picoseconds
NAND-P2_U4618: 1867.91 picoseconds
NAND-P2_U4619: 1983.88 picoseconds
NAND-P2_U4620: 1951.98 picoseconds
NAND-P2_U4621: 1606.28 picoseconds
NAND-P2_U4622: 1606.28 picoseconds
NAND-P2_U4623: 1606.28 picoseconds
NOT-P2_U4624: 2298.82 picoseconds
NAND-P2_U4625: 1633.55 picoseconds
NAND-P2_U4626: 1529.03 picoseconds
NAND-P2_U4627: 1590.23 picoseconds
NAND-P2_U4628: 1623.32 picoseconds
NAND-P2_U4629: 1633.55 picoseconds
NAND-P2_U4630: 1436.08 picoseconds
NAND-P2_U4631: 1532.98 picoseconds
NAND-P2_U4632: 1623.32 picoseconds
NAND-P2_U4633: 1633.55 picoseconds
NAND-P2_U4634: 1334.87 picoseconds
NAND-P2_U4635: 1423.08 picoseconds
NAND-P2_U4636: 1623.32 picoseconds
NAND-P2_U4637: 1633.55 picoseconds
NAND-P2_U4638: 1297.12 picoseconds
NAND-P2_U4639: 1401.7 picoseconds
NAND-P2_U4640: 1623.32 picoseconds
NAND-P2_U4641: 1633.55 picoseconds
NAND-P2_U4642: 1245.84 picoseconds
NAND-P2_U4643: 1391.15 picoseconds
NAND-P2_U4644: 1623.32 picoseconds
NAND-P2_U4645: 1633.55 picoseconds
NAND-P2_U4646: 1200.06 picoseconds
NAND-P2_U4647: 1360.91 picoseconds
NAND-P2_U4648: 1623.32 picoseconds
NAND-P2_U4649: 1633.55 picoseconds
NAND-P2_U4650: 1186.33 picoseconds
NAND-P2_U4651: 1317.5 picoseconds
NAND-P2_U4652: 1623.32 picoseconds
NAND-P2_U4653: 1633.55 picoseconds
NAND-P2_U4654: 1161.98 picoseconds
NAND-P2_U4655: 1338.75 picoseconds
NAND-P2_U4656: 1623.32 picoseconds
NAND-P2_U4657: 1633.55 picoseconds
NAND-P2_U4658: 1148.25 picoseconds
NAND-P2_U4659: 1304.73 picoseconds
NAND-P2_U4660: 1623.32 picoseconds
NAND-P2_U4661: 1633.55 picoseconds
NAND-P2_U4662: 1104.62 picoseconds
NAND-P2_U4663: 1301.07 picoseconds
NAND-P2_U4664: 1623.32 picoseconds
NAND-P2_U4665: 1633.55 picoseconds
NAND-P2_U4666: 1058.83 picoseconds
NAND-P2_U4667: 1292.96 picoseconds
NAND-P2_U4668: 1623.32 picoseconds
NAND-P2_U4669: 1633.55 picoseconds
NAND-P2_U4670: 1045.1 picoseconds
NAND-P2_U4671: 1264.85 picoseconds
NAND-P2_U4672: 1623.32 picoseconds
NAND-P2_U4673: 1633.55 picoseconds
NAND-P2_U4674: 1070.72 picoseconds
NAND-P2_U4675: 1247.05 picoseconds
NAND-P2_U4676: 1623.32 picoseconds
NAND-P2_U4677: 1633.55 picoseconds
NAND-P2_U4678: 1061.4 picoseconds
NAND-P2_U4679: 1236.82 picoseconds
NAND-P2_U4680: 1623.32 picoseconds
NAND-P2_U4681: 1633.55 picoseconds
NAND-P2_U4682: 1016.04 picoseconds
NAND-P2_U4683: 1248.59 picoseconds
NAND-P2_U4684: 1623.32 picoseconds
NAND-P2_U4685: 1633.55 picoseconds
NAND-P2_U4686: 970.349 picoseconds
NAND-P2_U4687: 1242.7 picoseconds
NAND-P2_U4688: 1623.32 picoseconds
NAND-P2_U4689: 1633.55 picoseconds
NAND-P2_U4690: 956.622 picoseconds
NAND-P2_U4691: 1159.6 picoseconds
NAND-P2_U4692: 1623.32 picoseconds
NAND-P2_U4693: 1633.55 picoseconds
NAND-P2_U4694: 976.332 picoseconds
NAND-P2_U4695: 1165.44 picoseconds
NAND-P2_U4696: 1623.32 picoseconds
NAND-P2_U4697: 1633.55 picoseconds
NAND-P2_U4698: 930.977 picoseconds
NAND-P2_U4699: 1165.64 picoseconds
NAND-P2_U4700: 1623.32 picoseconds
NAND-P2_U4701: 1633.55 picoseconds
NAND-P2_U4702: 876.412 picoseconds
NAND-P2_U4703: 1080.27 picoseconds
NAND-P2_U4704: 1623.32 picoseconds
NAND-P2_U4705: 1633.55 picoseconds
NAND-P2_U4706: 836.593 picoseconds
NAND-P2_U4707: 1045.88 picoseconds
NAND-P2_U4708: 1623.32 picoseconds
NAND-P2_U4709: 1633.55 picoseconds
NAND-P2_U4710: 791.239 picoseconds
NAND-P2_U4711: 994.417 picoseconds
NAND-P2_U4712: 1623.32 picoseconds
NAND-P2_U4713: 1633.55 picoseconds
NAND-P2_U4714: 745.549 picoseconds
NAND-P2_U4715: 966.492 picoseconds
NAND-P2_U4716: 1623.32 picoseconds
NAND-P2_U4717: 1633.55 picoseconds
NAND-P2_U4718: 731.822 picoseconds
NAND-P2_U4719: 887.053 picoseconds
NAND-P2_U4720: 1623.32 picoseconds
